neighborhood_name,classification_name,property_type_name,price,area
ابها/ المحارث ولعصان ,سكني,قطعة أرض,633995.22,540
ابها/ ال غليظ ,سكني,شقة,650000,237.61
ابها/أخرى,سكني,قطعة أرض,60000,495.5
ابها/أخرى,سكني,قطعة أرض,50000,525
ابها/أخرى,سكني,قطعة أرض,50000,500
ابها/أخرى,سكني,قطعة أرض,15000,525
ابها/ اعالى شعير الشرقى بحجلا ,سكني,شقة,468000,209.38
ابها/ قرى العكاس وال زيدى وال يوسف ,سكني,قطعة أرض,700000,625
ابها/أخرى,سكني,قطعة أرض,50000,568.75
ابها/ المحالة مدينة سلطان ,سكني,قطعة أرض,670000,600
ابها/ قرية رظف ببنى مغيد ,سكني,قطعة أرض,500000,517
ابها/ المحالة مدينة سلطان ,تجاري,قطعة أرض,700000,735
ابها/ أبها مدينة سلطان ,تجاري,قطعة أرض,856800,656.75
ابها/ أبها مدينة سلطان ,تجاري,قطعة أرض,883800,645.7
ابها/ أبها مدينة سلطان ,سكني,قطعة أرض,871428,726
ابها/ أبها مدينة سلطان ,سكني,قطعة أرض,660000,600
ابها/ أبها مدينة سلطان ,سكني,قطعة أرض,660000,600
ابها/أخرى,سكني,قطعة أرض,5000,500
ابها/ السوده ,سكني,قطعة أرض,600000,875
ابها/ شامية ال عاصم ,سكني,قطعة أرض,290000,603.46
ابها/ المحاله ,سكني,قطعة أرض,720000,400
ابها/ مدينة سلطان ,سكني,قطعة أرض,600000,625
ابها/ سر المحارث من معامل ال غليظ بنى مالك ,سكني,قطعة أرض,1409650,1127.72
ابها/ سر المحارث من معامل ال غليظ بنى مالك ,سكني,قطعة أرض,636000,600
ابها/ سر المحارث من معامل ال غليظ بنى مالك ,سكني,قطعة أرض,636000,600
ابها/ سر المحارث من معامل ال غليظ بنى مالك ,سكني,قطعة أرض,600000,600
ابها/ المحالة مدينة سلطان ,سكني,شقة,600000,217.42
ابها/ الشينة ,سكني,قطعة أرض,620348,723.74
ابها/ الشينة ,سكني,قطعة أرض,278034,512.17
ابها/ الشينة ,سكني,قطعة أرض,273252,503.36
ابها/ الشينة ,سكني,قطعة أرض,275705,507.88
ابها/ الشينة ,سكني,قطعة أرض,275580,507.65
ابها/ الشينة ,سكني,قطعة أرض,256760,472.98
ابها/ الشينة ,سكني,قطعة أرض,189696,524.16
ابها/ الشينة ,سكني,قطعة أرض,239377,529.15
ابها/ أبها مدينة سلطان ,سكني,قطعة أرض,710000,600
ابها/ المحارث ال السريع ,سكني,قطعة أرض,660000,660.9
ابها/ المحارث ال السريع ,تجاري,قطعة أرض,1681920,840.9
ابها/ المحارث ال السريع ,تجاري,قطعة أرض,2097600,1048.8
ابها/ أبها مدينة سلطان ,سكني,قطعة أرض,780000,600
ابها/ أبها مدينة سلطان ,تجاري,قطعة أرض,647264,600.6
ابها/ أبها مدينة سلطان ,تجاري,قطعة أرض,612000,600.5
ابها/ أبها مدينة سلطان ,سكني,قطعة أرض,640000,429.5
ابها/ أبها مدينة سلطان ,سكني,قطعة أرض,585000,585.4
ابها/ أبها مدينة سلطان ,سكني,قطعة أرض,580000,612.5
ابها/ أبها مدينة سلطان ,سكني,قطعة أرض,621846,522.6
ابها/ أبها مدينة سلطان ,سكني,قطعة أرض,588000,600
ابها/ أبها مدينة سلطان ,سكني,قطعة أرض,606628,713.68
ابها/أخرى,سكني,قطعة أرض,300000,706
"ابها/ الصفراء الشمالية ",سكني,بيت,450000,361
ابها/أخرى,سكني,قطعة أرض,20000,525
ابها/أخرى,سكني,قطعة أرض,100000,525
ابها/أخرى,سكني,قطعة أرض,50000,523.34
ابها/ جوحان ,تجاري,قطعة أرض,1050000,600
ابها/ المحالة مدينة سلطان ,تجاري,قطعة أرض,900000,1200
ابها/ الشينة ,سكني,قطعة أرض,222250,409.41
ابها/ الشينة ,سكني,قطعة أرض,236390,496.42
ابها/ الشينة ,سكني,قطعة أرض,165314,456.79
ابها/ الشينة ,سكني,قطعة أرض,267231,492.27
ابها/ الشينة ,سكني,قطعة أرض,229020,534.38
ابها/ الشينة ,سكني,قطعة أرض,252090,529.39
ابها/ الشينة ,سكني,قطعة أرض,240268,442.6
ابها/ المحالة مدينة سلطان ,تجاري,قطعة أرض,900000,1200
ابها/ الشينة ,سكني,قطعة أرض,216052,477.59
ابها/ أبها مدينة سلطان ,سكني,قطعة أرض,720000,600
ابها/ أبها مدينة سلطان ,سكني,قطعة أرض,570000,425.5
ابها/ أبها مدينة سلطان ,سكني,قطعة أرض,897633,816
ابها/ أبها مدينة سلطان ,سكني,قطعة أرض,770110,755
ابها/ أبها مدينة سلطان ,سكني,قطعة أرض,588038,534.6
ابها/ أبها مدينة سلطان ,سكني,قطعة أرض,565000,565
ابها/ أبها مدينة سلطان ,سكني,قطعة أرض,920700,682
ابها/ أبها مدينة سلطان ,سكني,قطعة أرض,813552,677.96
ابها/ أبها مدينة سلطان ,تجاري,قطعة أرض,785000,717
ابها/ أبها مدينة سلطان ,سكني,قطعة أرض,911145,792.3
ابها/ أبها مدينة سلطان ,سكني,قطعة أرض,600000,600
ابها/ قرية جوحان ,سكني,شقة,480000,183.6
ابها/ الشينة ,سكني,قطعة أرض,358385,495.14
ابها/ شعب عما بقرية ال جرجر بنى مالك ,سكني,قطعة أرض,672221,615.78
ابها/ شعب عما بقرية ال جرجر بنى مالك ,سكني,قطعة أرض,672221,645.38
ابها/ شعب عما بقرية ال جرجر بنى مالك ,سكني,قطعة أرض,672221,600
ابها/ العرين ,سكني,قطعة أرض,100000,795
ابها/ حجلا ,سكني,قطعة أرض,545000,400
ابها/ شعب عما بقرية ال جرجر بنى مالك ,سكني,قطعة أرض,672221,600
ابها/ تهامة عسير ,سكني,قطعة أرض,50000,34500.31
ابها/ جوحان ,سكني,قطعة أرض,600000,600
ابها/ الشينة ,سكني,قطعة أرض,315942,436.5
ابها/ الشينة ,سكني,قطعة أرض,191993,530.51
ابها/ المحارث ال السريع ,تجاري,قطعة أرض,150000,274.55
ابها/ المحارث ال السريع ,تجاري,قطعة أرض,749246,447.95
ابها/ المحارث ال السريع ,تجاري,قطعة أرض,902506,507.8
ابها/ المحارث ال السريع ,تجاري,قطعة أرض,651202,393
ابها/ أبها مدينة سلطان ,سكني,قطعة أرض,714600,600
ابها/ أبها مدينة سلطان ,سكني,قطعة أرض,625740,600
ابها/ أبها مدينة سلطان ,سكني,قطعة أرض,625740,600
ابها/ أبها مدينة سلطان ,تجاري,قطعة أرض,784290,603
ابها/ أبها مدينة سلطان ,سكني,قطعة أرض,837895.5,716
ابها/ أبها مدينة سلطان ,سكني,قطعة أرض,706728,642.5
ابها/ أبها مدينة سلطان ,تجاري,قطعة أرض,1049736,874.8
ابها/ أبها مدينة سلطان ,سكني,قطعة أرض,998024,1079.8
ابها/ أبها مدينة سلطان ,سكني,قطعة أرض,995036,1076.5
ابها/ أبها مدينة سلطان ,سكني,قطعة أرض,700000,640.5
ابها/ أبها مدينة سلطان ,سكني,قطعة أرض,688800,600
ابها/ أبها مدينة سلطان ,سكني,قطعة أرض,621200,528.7
ابها/ أبها مدينة سلطان ,سكني,قطعة أرض,718425,600
ابها/ أبها مدينة سلطان ,سكني,قطعة أرض,690000,600
ابها/ شمال وادى البصره ,سكني,قطعة أرض,2000000,600
ابها/ شمال ابها ,سكني,قطعة أرض,285000,650
ابها/ حجلا ,سكني,قطعة أرض,130000,400
ابها/ أعلى سر لعصان بنى مالك ,سكني,شقة,1000000,450.2
ابها/أخرى,سكني,قطعة أرض,10000,500
ابها/أخرى,سكني,قطعة أرض,50000,512.44
ابها/ سر المحارث من معامل ال غليظ بنى مالك ,سكني,قطعة أرض,612000,600
ابها/ الشينة ,سكني,قطعة أرض,338764,440.5
ابها/ الشينة ,سكني,قطعة أرض,239823,441.78
ابها/ الشينة ,سكني,قطعة أرض,339022,535.3
ابها/ شمال ابها ,سكني,قطعة أرض,168000.38,690.72
ابها/ ابو خيال ,سكني,قطعة أرض,3000000,400
ابها/ البصرة ,سكني,شقة,400000,294.5
ابها/ الداره ,سكني,شقة,655000,234.94
ابها/ حجلا ,سكني,شقة,306674.05,158.22
ابها/ حجلا ,سكني,قطعة أرض,295000,426
ابها/ حجلا ,سكني,قطعة أرض,463600,525
ابها/أخرى,سكني,قطعة أرض,10000,500
ابها/أخرى,سكني,قطعة أرض,50000,487.5
ابها/أخرى,سكني,قطعة أرض,90000,525
ابها/ سر السريحه حجلا مدينة سلطان ,سكني,شقة,700000,366.56
ابها/ جوحان ,سكني,قطعة أرض,750000,625
ابها/ ذره الجنوبيه ,سكني,قطعة أرض,500000,200
ابها/ السوده ,سكني,قطعة أرض,300000,900
ابها/ السودة ,سكني,قطعة أرض,300000,900
ابها/ الشينة ,سكني,قطعة أرض,273600,504
ابها/ الشينة ,سكني,قطعة أرض,316130,436.76
ابها/ المحارث ال السريع ,سكني,قطعة أرض,1221500,872.5
ابها/ المحارث ال السريع ,تجاري,قطعة أرض,1383060,658.6
ابها/ المحارث ال السريع ,تجاري,قطعة أرض,1386000,660
ابها/ أبها مدينة سلطان ,سكني,قطعة أرض,1190150,1086.5
ابها/ أبها مدينة سلطان ,سكني,قطعة أرض,630000,577.8
ابها/ أبها مدينة سلطان ,سكني,قطعة أرض,998900,1062
ابها/ أبها مدينة سلطان ,سكني,قطعة أرض,639287,683.5
ابها/ أبها مدينة سلطان ,سكني,قطعة أرض,680000,548.9
ابها/ أبها مدينة سلطان ,سكني,قطعة أرض,600000,600
ابها/ أبها مدينة سلطان ,سكني,قطعة أرض,584010,600
ابها/ أبها مدينة سلطان ,سكني,قطعة أرض,600000,600
ابها/ أبها مدينة سلطان ,سكني,قطعة أرض,600000,600
ابها/ النميص سر ذى النميص ,سكني,قطعة أرض,1300000,995
ابها/ المحالة بمدينة سلطان ,سكني,قطعة أرض,50000,750
ابها/ الهيام شمال العرين ,سكني,شقة,500000,344.82
ابها/ الهيام شمال العرين ,سكني,قطعة أرض,750000,645
ابها/ المنسك ,سكني,قطعة أرض,800000,750
ابها/ المحالة ,سكني,شقة,930000,447.5
ابها/أخرى,سكني,قطعة أرض,50000,509.97
ابها/ جوحان ,سكني,قطعة أرض,655600,596
ابها/ جوحان ,تجاري,قطعة أرض,820000,564
ابها/ سر المحارث من معامل ال غليظ بنى مالك ,سكني,قطعة أرض,698435.2,691.52
ابها/ سر المحارث من معامل ال غليظ بنى مالك ,سكني,قطعة أرض,600000,600
ابها/ الشينة ,سكني,قطعة أرض,612143,676.58
ابها/ الشينة ,سكني,قطعة أرض,534849,591.15
ابها/ الشينة ,سكني,قطعة أرض,489756,541.31
ابها/ المحالة ,سكني,قطعة أرض,402999.03,620
ابها/ المحالة ,سكني,قطعة أرض,389024.02,600
ابها/ المحالة ,سكني,قطعة أرض,390000,600
ابها/ سلبة بنى مالك ,سكني,شقة,875000,402.88
ابها/ النميص سر ذى النميص ,سكني,قطعة أرض,780000,600
ابها/ المحالة بمدينة سلطان ,سكني,قطعة أرض,100000,750
ابها/ ال غليظ ,سكني,قطعة أرض,1000000,745.5
ابها/ ال غليظ ,سكني,شقة,440000,166.67
ابها/ ال غليظ ,سكني,شقة,450000,172.64
ابها/ ال غليظ ,سكني,شقة,450000,172.65
ابها/ ال غليظ ,سكني,شقة,440000,166.67
ابها/ شعب عما بقرية ال جرجر بنى مالك ,سكني,قطعة أرض,345000,231.2
ابها/ شعب عما بقرية ال جرجر بنى مالك ,سكني,قطعة أرض,345000,225.69
ابها/ تمنيه ال ينفع ,سكني,قطعة أرض,275000,488
ابها/ تمنيه ال ينفع ,سكني,قطعة أرض,275000,488
ابها/أخرى,سكني,قطعة أرض,630000,525
ابها/أخرى,سكني,قطعة أرض,90000,512.5
ابها/ ال غليظ ,سكني,شقة,450000,172.65
ابها/ حجلا ,سكني,قطعة أرض,360000,450
ابها/ الشينة ,سكني,قطعة أرض,322477,419.32
ابها/ الشينة ,سكني,قطعة أرض,469435,518.85
ابها/ الشينة ,سكني,قطعة أرض,291812.86,537.55
ابها/ النميص سر ذى النميص ,سكني,قطعة أرض,641300,583
ابها/ الخارجه بنى مالك ,سكني,قطعة أرض,320000,720
ابها/ المنسك ,سكني,شقة,574000,202.88
ابها/ الشينة ,سكني,قطعة أرض,531501,587.45
ابها/ المحارث ولعصان ,تجاري,قطعة أرض,919999,771.8
ابها/ المحارث ولعصان ,تجاري,قطعة أرض,820400,700
ابها/ المحارث ولعصان ,سكني,قطعة أرض,750000,500
ابها/ المحارث ولعصان ,تجاري,قطعة أرض,840060,700
ابها/ المحارث ولعصان ,سكني,قطعة أرض,600000,600
ابها/ المحارث ولعصان ,تجاري,قطعة أرض,771398,723
ابها/ المحارث ولعصان ,سكني,قطعة أرض,781272,651
ابها/ المحارث ولعصان ,سكني,قطعة أرض,648036,540
ابها/ المحارث ولعصان ,تجاري,قطعة أرض,1225320,612.7
ابها/ المحارث ولعصان ,سكني,قطعة أرض,720000,600
ابها/ المحارث ولعصان ,سكني,قطعة أرض,720000,600
ابها/ المحارث ولعصان ,سكني,قطعة أرض,500000,415
ابها/ المحارث ولعصان ,سكني,قطعة أرض,1100000,1195.65
ابها/ العكاس وال زيدى طريق ال يوسف ,تجاري,قطعة أرض,700000,676
ابها/ ال غليظ ,سكني,قطعة أرض,630000,686
ابها/ ال غليظ ,سكني,قطعة أرض,400000,600
ابها/ تمنيه ال ينفع ,سكني,قطعة أرض,290000,445.5
ابها/ الشينة ,سكني,قطعة أرض,629424,695.68
ابها/ حجلا ,سكني,قطعة أرض,150000,355.66
ابها/ حجلا المسماه الحمراوين ,سكني,قطعة أرض,1300000,339.35
ابها/ سر السريحه حجلا مدينة سلطان ,سكني,شقة,750000,366.92
ابها/ السوده ,سكني,قطعة أرض,320000,450
ابها/ أبها مدينة سلطان ,سكني,قطعة أرض,699082,641.4
ابها/ أبها مدينة سلطان ,سكني,قطعة أرض,334400,334
ابها/ أبها مدينة سلطان ,سكني,قطعة أرض,720000,600
ابها/ أبها مدينة سلطان ,سكني,قطعة أرض,691572,634.5
ابها/ أبها مدينة سلطان ,سكني,قطعة أرض,720000,600
ابها/ أبها مدينة سلطان ,سكني,قطعة أرض,632559.5,551
ابها/ أبها مدينة سلطان ,سكني,قطعة أرض,720000,600
ابها/ اعلى النميص ,سكني,قطعة أرض,700000,300
ابها/ سر المحارث من معامل ال غليظ بنى مالك ,سكني,قطعة أرض,625000,600
ابها/أخرى,سكني,قطعة أرض,315000,525
"ابها/ مشيع المكان المسمى المختباء ",سكني,قطعة أرض,710000,615
ابها/أخرى,سكني,قطعة أرض,10000,489.21
ابها/ بنى مالك ,زراعي,أرض زراعية,2000000,38243
ابها/ المحالة مدينة سلطان ,سكني,قطعة أرض,100000,378
ابها/ الزهور بمدينة سلطان ,سكني,قطعة أرض,610000,635
ابها/ حجلا ,سكني,قطعة أرض,20000,450
ابها/ المحالة ام نجم ,سكني,قطعة أرض,695000,300
ابها/ شعب عما بقرية ال جرجر بنى مالك ,سكني,قطعة أرض,550000,324.54
ابها/ شعب عما بقرية ال جرجر بنى مالك ,سكني,قطعة أرض,550000,327.7
ابها/ المحاله ,تجاري,قطعة أرض,500000,700
ابها/أخرى,سكني,قطعة أرض,5000,509.77
ابها/ شمسان ,سكني,قطعة أرض,800000,350.57
ابها/ النميص بالمنسك ,سكني,شقة,580000,220.06
ابها/ المروج بالمنسك ,سكني,قطعة أرض,840000,311.25
ابها/ جوحان ,تجاري,قطعة أرض,844756,526
ابها/ السوده ,سكني,قطعة أرض,480000,900
ابها/ الخارجه بنى مالك ,سكني,قطعة أرض,410000,746
ابها/ أبها مدينة سلطان ,سكني,قطعة أرض,518040,518
ابها/ أبها مدينة سلطان ,سكني,قطعة أرض,700000,600
ابها/ أبها مدينة سلطان ,سكني,قطعة أرض,525620,525.6
ابها/ المحارث ولعصان ,تجاري,قطعة أرض,1232180,616
ابها/ المحارث ولعصان ,سكني,قطعة أرض,743250,595.5
ابها/ حجلا ,سكني,شقة,360000,162.23
ابها/ الهيام شمال العرين ,سكني,قطعة أرض,800000,586.1
ابها/ حجلا مدينة سلطان ,سكني,قطعة أرض,50000,1936.05
ابها/ سر السريحه حجلا مدينة سلطان ,سكني,شقة,900000,468.4
ابها/ مسفرة بللحمر ,سكني,قطعة أرض,60000,625
ابها/ النميص بالمنسك ,تجاري,قطعة أرض,922250,872
ابها/ المحالة بمدينة سلطان ,سكني,قطعة أرض,350000,750
ابها/ المحالة ,تجاري,قطعة أرض,665208.53,950.75
ابها/ المحالة ,سكني,قطعة أرض,491209.8,655.43
ابها/ المحارث ولعصان ,تجاري,قطعة أرض,700000,700.5
ابها/أخرى,سكني,قطعة أرض,200000,459.81
ابها/ ال غليظ ,سكني,قطعة أرض,500000,375
ابها/ حجلا ,سكني,قطعة أرض,405000,400
ابها/ سر السريحه حجلا مدينة سلطان ,سكني,شقة,400000,365.4
ابها/ العثربان ,سكني,بيت,200000,580.27
ابها/ المحالة مدينة سلطان ,سكني,قطعة أرض,570000,575
ابها/ أبها مدينة سلطان ,تجاري,قطعة أرض,1191604.8,876
ابها/ أبها مدينة سلطان ,تجاري,قطعة أرض,1230460,904.75
ابها/ أبها مدينة سلطان ,تجاري,قطعة أرض,1149145.6,844.96
ابها/ أبها مدينة سلطان ,تجاري,قطعة أرض,1116315.2,820.8
ابها/ أبها مدينة سلطان ,تجاري,قطعة أرض,1227065.1,849
ابها/ أبها مدينة سلطان ,سكني,قطعة أرض,1314352,1011
ابها/ أبها مدينة سلطان ,سكني,قطعة أرض,1107700,1091
ابها/ أبها مدينة سلطان ,سكني,قطعة أرض,94400,348.5
ابها/ أبها مدينة سلطان ,سكني,قطعة أرض,720000,600
ابها/ أبها مدينة سلطان ,سكني,قطعة أرض,105000,124.5
ابها/ أبها مدينة سلطان ,سكني,قطعة أرض,647185,588.35
ابها/ أبها مدينة سلطان ,سكني,قطعة أرض,363800,480.4
ابها/ أبها مدينة سلطان ,سكني,قطعة أرض,376550,500
ابها/ أبها مدينة سلطان ,سكني,قطعة أرض,207900,358
ابها/ أبها مدينة سلطان ,سكني,قطعة أرض,426360,509.6
ابها/ أبها مدينة سلطان ,سكني,قطعة أرض,501750,501.74
ابها/ أبها مدينة سلطان ,سكني,قطعة أرض,591170,601
ابها/ أبها مدينة سلطان ,سكني,قطعة أرض,590000,600
ابها/ أبها مدينة سلطان ,سكني,قطعة أرض,775000,620
ابها/ أبها مدينة سلطان ,سكني,قطعة أرض,676489,615.5
ابها/ أبها مدينة سلطان ,سكني,قطعة أرض,695253,534.81
ابها/ أبها مدينة سلطان ,سكني,قطعة أرض,660000,600
ابها/ أبها مدينة سلطان ,سكني,قطعة أرض,660000,600
ابها/ أبها مدينة سلطان ,سكني,قطعة أرض,540000,600
ابها/ أبها مدينة سلطان ,سكني,قطعة أرض,374400,312
ابها/ أبها مدينة سلطان ,سكني,قطعة أرض,906165,697
ابها/ أبها مدينة سلطان ,سكني,قطعة أرض,682120,682
ابها/ أبها مدينة سلطان ,سكني,قطعة أرض,600000,600
ابها/ أبها مدينة سلطان ,سكني,قطعة أرض,688500,600
ابها/ الهيام شمال العرين ,تجاري,قطعة أرض,1200000,776.3
ابها/ المحاله ,سكني,قطعة أرض,550000,745.5
ابها/ المحالة ,سكني,قطعة أرض,390000,600
ابها/ المحالة ,سكني,قطعة أرض,390000,600
ابها/ المحارث ال السريع ,تجاري,قطعة أرض,1000000,571.52
ابها/ أبها مدينة سلطان ,سكني,قطعة أرض,521466,474.06
ابها/ المحارث ولعصان ,سكني,قطعة أرض,600000,500
ابها/ المحارث ولعصان ,سكني,قطعة أرض,567388.5,540.3
ابها/ المحارث ولعصان ,سكني,قطعة أرض,630189,600
ابها/ المحارث ولعصان ,سكني,قطعة أرض,915266,832
ابها/ المحارث ولعصان ,سكني,قطعة أرض,720084,600
ابها/ المحارث ولعصان ,سكني,قطعة أرض,750212.5,600
ابها/ المحارث ولعصان ,سكني,قطعة أرض,567231,539.9
ابها/ المحارث ولعصان ,سكني,قطعة أرض,576552,480.5
ابها/ المحارث ولعصان ,سكني,قطعة أرض,538800,449
ابها/ المحارث ولعصان ,تجاري,قطعة أرض,1235788,619
ابها/ المحارث ولعصان ,تجاري,قطعة أرض,1229476,616
ابها/ المحارث ولعصان ,سكني,قطعة أرض,625625,500.5
ابها/ المحارث ولعصان ,تجاري,قطعة أرض,1516575,600.6
ابها/ المحارث ولعصان ,سكني,قطعة أرض,475272,452.6
ابها/ المحارث ولعصان ,سكني,قطعة أرض,600000,514.8
ابها/ المحارث ولعصان ,سكني,قطعة أرض,627406,482.6
ابها/ المحارث ولعصان ,تجاري,قطعة أرض,651926,592.7
ابها/ المحارث ولعصان ,سكني,قطعة أرض,750750,600.6
ابها/ المحارث ولعصان ,سكني,قطعة أرض,900900,600.5
ابها/ المحارث ولعصان ,سكني,قطعة أرض,720000,600
ابها/ المحارث ولعصان ,سكني,قطعة أرض,720000,600
ابها/ المحارث ولعصان ,سكني,قطعة أرض,619764,516.5
ابها/ المحارث ولعصان ,سكني,قطعة أرض,748379,500
ابها/ المحارث ولعصان ,سكني,قطعة أرض,748543,500
ابها/ المحارث ولعصان ,سكني,قطعة أرض,709812,591.5
ابها/ المحارث ولعصان ,تجاري,قطعة أرض,840096,700
ابها/ المحارث ولعصان ,تجاري,قطعة أرض,840000,700
ابها/ المحارث ولعصان ,تجاري,قطعة أرض,755571.33,700.5
ابها/ المحارث ولعصان ,تجاري,قطعة أرض,873983.56,695.7
ابها/ المحارث ولعصان ,سكني,قطعة أرض,996355,943.4
ابها/ المحارث ولعصان ,سكني,قطعة أرض,813828,678
ابها/ المحارث ولعصان ,سكني,قطعة أرض,483340,483.4
ابها/ المحارث ولعصان ,سكني,قطعة أرض,582857.14,582.6
ابها/ المحارث ولعصان ,سكني,قطعة أرض,657372,547.8
ابها/ المحارث ولعصان ,سكني,قطعة أرض,600000,50
ابها/ حجلا ,سكني,قطعة أرض,300000,418.38
ابها/ شعب عما بقرية ال جرجر بنى مالك ,سكني,قطعة أرض,400000,265.6
ابها/ شامية ال عاصم ,تجاري,قطعة أرض,180000,631.42
ابها/ المحاله ,سكني,شقة,575000,167.72
ابها/ المحاله ,سكني,شقة,100000,169.83
ابها/ المحاله ,سكني,شقة,100000,169.83
ابها/أخرى,سكني,قطعة أرض,30000,475
ابها/ ال سرحان ,سكني,قطعة أرض,300000,568.8
ابها/ الخارجه بنى مالك ,سكني,قطعة أرض,300000,705
ابها/ المحالة ,سكني,قطعة أرض,468924.07,670.47
ابها/ أبها مدينة سلطان ,تجاري,قطعة أرض,647448,600.56
ابها/ أبها مدينة سلطان ,سكني,قطعة أرض,285000,239.9
ابها/ أبها مدينة سلطان ,سكني,قطعة أرض,30000,73.8
ابها/ أبها مدينة سلطان ,سكني,قطعة أرض,660000,600
ابها/ أبها مدينة سلطان ,سكني,قطعة أرض,710000,600
ابها/ الموظفين ,سكني,قطعة أرض,1200000,756.05
ابها/أخرى,سكني,قطعة أرض,450000,500
ابها/ لبنان ,سكني,قطعة أرض,205000,200
ابها/ ال ابو شوحطة بمدينة سلطان ,سكني,قطعة أرض,100000,400
ابها/ جوحان ,تجاري,قطعة أرض,510000,600
ابها/ جوحان ,سكني,قطعة أرض,317250,705
ابها/ ال غليظ ,سكني,قطعة أرض,715000,786.5
ابها/ رضف ,سكني,قطعة أرض,785000,632
ابها/ النميص سر ذى النميص ,سكني,قطعة أرض,800000,587
ابها/ الخارجه بنى مالك ,سكني,قطعة أرض,400000,712.2
ابها/ الشينة ,سكني,قطعة أرض,273600,504
ابها/ المحارث ال السريع ,سكني,قطعة أرض,600000,600
ابها/ أبها مدينة سلطان ,تجاري,قطعة أرض,574629.38,541
ابها/ أبها مدينة سلطان ,سكني,قطعة أرض,744450,351.75
ابها/ أبها مدينة سلطان ,سكني,قطعة أرض,799456,571
ابها/ المحارث ولعصان ,سكني,قطعة أرض,703416,586
ابها/ لعصان ,سكني,قطعة أرض,200000,520
ابها/ ال غليظ ,سكني,قطعة أرض,460000,544
ابها/ المحاله ,سكني,قطعة أرض,1500000,413
ابها/أخرى,سكني,قطعة أرض,490000,512.5
ابها/ الضباب ,سكني,قطعة أرض,500000,655
ابها/ جوحان ,تجاري,قطعة أرض,1200000,739
"ابها/ حجلاء ",سكني,بيت,180000,150
ابها/ النميص سر ذى النميص ,سكني,قطعة أرض,780000,600
ابها/ ال سرحان ,زراعي,أرض زراعية,90000,3334.4
ابها/ النميص سر ذى النميص ,سكني,قطعة أرض,793000,610
ابها/ النميص سر ذى النميص ,سكني,قطعة أرض,660000,600
ابها/ النميص سر ذى النميص ,سكني,قطعة أرض,660000,600
ابها/ سر المظفر ,سكني,شقة,1200000,467.8
ابها/ حجلا ,سكني,قطعة أرض,500000,435
"ابها/ رميداء بنى مالك ",سكني,قطعة أرض,95000,426.3
ابها/ ذى النميص ,سكني,قطعة أرض,500000,440
ابها/ تمنيه ال ينفع ,سكني,قطعة أرض,400000,450
ابها/ الضباب ,سكني,قطعة أرض,700000,420
ابها/ بن نعمان ,سكني,قطعة أرض,414500,599.15
ابها/ سر المظفر ,سكني,شقة,1200000,467.89
ابها/ اليمانيه ,سكني,بيت,250000,100
ابها/ بن نعمان ,سكني,قطعة أرض,420000,581.98
ابها/ بن نعمان ,سكني,قطعة أرض,355919,585.73
ابها/ بن نعمان ,سكني,قطعة أرض,460000,609.38
ابها/ بن نعمان ,سكني,قطعة أرض,527500,606.31
ابها/ بن نعمان ,سكني,قطعة أرض,450000,575.45
ابها/ بن نعمان ,سكني,قطعة أرض,613000,554.48
ابها/ بن نعمان ,سكني,قطعة أرض,663500,873.42
ابها/ بن نعمان ,سكني,قطعة أرض,600000,511.21
ابها/ بن نعمان ,سكني,قطعة أرض,450000,579.8
ابها/ بن نعمان ,سكني,قطعة أرض,561000,529.8
ابها/ بن نعمان ,سكني,قطعة أرض,363340,574.47
ابها/ بن نعمان ,سكني,قطعة أرض,371645,593.17
ابها/ بن نعمان ,سكني,قطعة أرض,374200,603.2
ابها/ بن نعمان ,سكني,قطعة أرض,586000,589.4
ابها/ بن نعمان ,سكني,قطعة أرض,515500,772.39
ابها/ بن نعمان ,سكني,قطعة أرض,520000,815.25
ابها/ بن نعمان ,سكني,قطعة أرض,607500,801.92
ابها/ بن نعمان ,سكني,قطعة أرض,602500,797.23
ابها/ بن نعمان ,سكني,قطعة أرض,526000,788.31
ابها/ بن نعمان ,سكني,قطعة أرض,421000,579.66
ابها/ بن نعمان ,سكني,قطعة أرض,431000,599.54
ابها/ بن نعمان ,سكني,قطعة أرض,450000,578.48
ابها/ بن نعمان ,سكني,قطعة أرض,410000,587.02
ابها/ المحارث ال السريع ,سكني,قطعة أرض,650000,603.6
ابها/ المحارث ولعصان ,تجاري,قطعة أرض,1148690,1076.6
ابها/ لعصان ,سكني,شقة,700000,240.78
ابها/ اليمانية ,سكني,بيت,250000,100
"ابها/ مشيع المكان المسمى المختباء ",سكني,شقة,1400000,459.09
ابها/ سر العبب ,سكني,قطعة أرض,95000,590
ابها/ جوحان ,سكني,قطعة أرض,750000,600
ابها/ المحالة مدينة سلطان ,سكني,قطعة أرض,600000,500
ابها/ المحارث ال السريع ,سكني,قطعة أرض,1069227,687.9
ابها/ المحارث ال السريع ,تجاري,قطعة أرض,1619774,688
ابها/ ال غليظ ,سكني,قطعة أرض,46500000,124234
ابها/ حجلا ,سكني,قطعة أرض,500000,450
ابها/ لعصان ,سكني,شقة,460000,185.06
ابها/أخرى,سكني,قطعة أرض,50000,525
ابها/ حجلا مدينة سلطان ,سكني,قطعة أرض,70000,1936.05
ابها/ مدينة سلطان ,سكني,قطعة أرض,585000,585.5
ابها/ العرين ,سكني,قطعة أرض,660000,625
